time,temp,precip,snowfall,rainfall,rel_hum,wind_speed,sw_in,sw_out,lw_in,lw_out,sw_in_clearsky,dir_in_clearsky,diff_in_clearsky,cloud_factor,cloud_fraction,wet_bulb_temp,dew_point_temp,atmos_press,sat_vap_press,vap_press,spec_hum,surface_temp,surface_heat_flux,sens_heat_flux,lat_heat_flux,advective_heat_flux,surface_albedo,soil_heat_flux,swe,snow_depth,melt,runoff,sublimation,evapotranspiration,soil_temp0,soil_temp1,soil_temp2,soil_temp3,snow_temp0,snow_temp1,snow_temp2,snow_thickness0,snow_thickness1,snow_thickness2,snow_density0,snow_density1,snow_density2,ice_content0,ice_content1,ice_content2,liquid_water_content0,liquid_water_content1,liquid_water_content2
2019-10-01 00:00:00,277.1572,0.0,0.0,0.0,59.992264,0.9,0.0,0.0,260.22894,333.77682,0.0,0.0,0.0,0.92740613,0.20263928,274.0255,270.12384,79781.27,814.10297,488.3988,0.003816543,277.68494,-91.463936,-90.126366,-65.797806,-0.0,0.15,-91.463936,0.0,0.0,0.0,0.0,0.0,0.0,282.16815,284.81274,284.99664,285.0,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 03:00:00,276.55743,0.0,0.0,0.0,76.70033,0.5,0.0,0.0,263.5339,327.71384,0.0,0.0,0.0,0.8915467,0.27830148,274.8091,272.87192,79781.27,780.31256,598.5023,0.0046793823,276.41522,-71.93157,-7.935738,-11.964625,-0.0,0.15,-71.93157,0.0,0.0,0.0,0.0,0.0,0.0,280.2605,284.51767,284.98813,284.99994,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 06:00:00,276.55753,0.0,0.0,0.0,77.5487,0.7,0.0,0.0,262.5204,322.71732,0.0,0.0,0.0,0.90802467,0.24398254,274.8747,273.02255,79781.27,780.31744,605.12604,0.0047313184,275.35556,-61.329113,-4.2517114,-10.351658,0.0,0.15,-61.329113,0.0,0.0,0.0,0.0,0.0,0.0,278.87668,284.15994,284.97345,284.99982,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 09:00:00,278.2578,0.0,0.0,0.0,58.082264,1.3,417.1405,62.571075,297.10123,385.42313,627.4439,518.5001,108.94378,0.6648252,0.672979,274.82117,270.72495,79781.27,879.47455,510.8187,0.003992166,287.85428,112.251686,131.74757,-18.433855,0.0,0.15,112.251686,0.0,0.0,0.0,0.0,0.0,0.703183,282.99222,284.10913,284.95825,284.99963,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 12:00:00,288.5556,0.0004033398,0.0,0.0004033398,39.930546,4.774848,836.4005,125.46008,315.4487,425.99866,836.4005,705.71124,130.68929,1.0,0.0384,281.2703,275.03284,79781.27,1752.8431,699.91986,0.005474952,295.14832,151.99365,242.25021,-138.39435,0.000109478126,0.15,151.99365,0.0,0.0,0.0,0.0004033398,0.0,1.7398077,287.83633,284.3832,284.94836,284.9994,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 15:00:00,291.45468,0.0,0.0,0.0,44.50921,4.9024754,435.52124,65.328186,331.97885,412.415,435.52124,327.64145,107.87978,1.0,0.0384,284.21368,279.1805,79781.27,2106.9688,937.79517,0.007343978,292.76685,61.648582,-187.11032,-242.40259,-0.0,0.15,61.648582,0.0,0.0,0.0,0.0,0.0,1.0710964,289.3313,284.72876,284.9449,284.99915,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 18:00:00,285.75558,0.00020327137,0.0,0.00020327137,65.0472,4.221367,0.0,0.0,335.23053,371.0997,0.0,0.0,0.0,0.65644497,0.6847974,282.07764,279.37656,79781.27,1461.4246,950.6158,0.007444832,285.1418,-52.38313,-395.90125,-186.79291,-0.0005516012,0.15,-52.38313,0.0,0.0,0.0,0.00020327137,0.0,0.14176257,287.1557,284.8963,284.94452,284.9989,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 21:00:00,282.35614,0.0008073104,0.0,0.0008073104,76.67891,3.125176,0.0,0.0,319.77087,355.86517,0.0,0.0,0.0,0.6494657,0.6944894,280.20132,278.486,79781.27,1165.3678,893.59125,0.0069963406,282.16922,-62.348457,-116.69903,-65.921455,-0.00087041024,0.15,-62.348457,0.0,0.0,0.0,0.0008073104,0.0,0.045853663,284.95322,284.90164,284.94424,284.99866,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 00:00:00,282.25607,0.0016103567,0.0,0.0016103567,76.647835,2.476631,0.0,0.0,321.73535,352.43253,0.0,0.0,0.0,0.6290953,0.72199404,280.1054,278.38324,79781.27,1157.516,887.2109,0.006946175,281.4863,-43.348778,-9.57686,-31.347418,5.4123935e-05,0.15,-43.348778,0.0,0.0,0.0,0.0016103567,0.0,0.031974155,283.60504,284.8173,284.94244,284.99838,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 03:00:00,281.55588,0.57222843,0.0,0.57222843,82.029335,3.4,0.0,0.0,330.17715,350.42392,0.0,0.0,0.0,0.5315341,0.83754843,279.94736,278.676,79781.27,1103.8718,905.4987,0.007089971,281.08438,-31.51728,-7.3482184,-25.706398,0.015412609,0.15,-31.51728,0.0,0.0,0.0,0.57222843,0.0,0.046483118,282.77585,284.68637,284.9384,284.9981,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 06:00:00,280.0555,7.979036,0.0,7.979036,79.34381,0.1,0.0,0.0,325.02795,347.44537,0.0,0.0,0.0,0.50841653,0.86100733,278.29285,276.7395,79781.27,996.2186,790.43787,0.006185669,280.48517,-28.641521,-1.0644523,-3.324621,-3.1773002,0.15,-28.641521,0.0,0.0,0.0,7.979036,0.0,0.0,282.12036,284.5249,284.93152,284.9978,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 09:00:00,280.55548,0.3159217,0.0,0.3159217,75.924515,0.66699356,49.01866,7.352799,344.07498,356.05685,665.9246,508.1924,157.7322,0.073609926,1.0,278.45236,276.60226,79781.27,1031.0167,782.79443,0.0061256313,282.2072,1.0859585,7.802314,-14.320749,0.008596412,0.15,1.0859585,0.0,0.0,0.0,0.3159217,0.0,0.114096284,282.44547,284.4006,284.92264,284.99747,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 12:00:00,281.75522,1.1187043,0.0,1.1187043,66.46606,1.2,226.3886,33.95829,350.5167,380.55817,908.2626,699.1701,209.0925,0.24925455,1.0,278.66693,275.88116,79781.27,1118.9176,743.70044,0.005818626,286.94162,56.217625,33.396137,-34.756454,-0.19569704,0.15,56.217625,0.0,0.0,0.0,1.1187043,0.0,0.49072835,284.42383,284.41913,284.9143,284.9971,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 15:00:00,282.3551,0.60903513,0.0,0.60903513,66.06239,1.6,273.0229,40.953434,329.75244,383.52435,469.03732,324.01987,145.01747,0.582092,0.7810071,279.16238,276.36646,79781.27,1165.2865,769.81616,0.0060237003,287.4991,38.4516,-41.804157,-79.732574,-1.0811261,0.15,38.4516,0.0,0.0,0.0,0.60903513,0.0,0.5313403,285.61588,284.51437,284.9079,284.99667,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 18:00:00,280.95526,0.60966253,0.0,0.60966253,66.91877,0.6,0.0,0.0,325.79068,353.67633,0.0,0.0,0.0,0.563716,0.80238926,277.99506,275.21405,79781.27,1059.6075,709.0763,0.0055468176,281.7343,-48.532784,-48.130608,-50.7492,-1.5440997,0.15,-48.532784,0.0,0.0,0.0,0.60966253,0.0,0.0,283.98215,284.49197,284.90128,284.99625,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 21:00:00,278.7555,1.2657574,0.0,1.2657574,74.847664,3.3058763,0.0,0.0,318.02344,340.45828,0.0,0.0,0.0,0.52472556,0.8446136,276.69482,274.66193,79781.27,910.5215,681.5041,0.0053304327,279.06427,-61.490414,-122.66601,-58.16926,-1.4593196,0.15,-61.490414,0.0,0.0,0.0,1.2657574,0.0,0.06606029,282.14145,284.34985,284.89227,284.9958,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03 00:00:00,275.0555,2.9972425,2.994974,0.0022687104,72.992226,6.0369663,0.0,0.0,298.0638,312.50125,0.0,0.0,0.0,0.54850817,0.81936693,273.15103,270.74863,79781.27,701.06036,511.71954,0.003999223,273.15,-54.54584,35.586742,-40.852013,0.0022759205,0.85,-86.49222,2.0016422,0.011510029,1.1267377,0.83972615,0.15587407,0.0,279.73193,284.06213,284.8784,284.99524,273.15,273.15,273.15,0.011510029,0.0,0.0,173.90419,,,1.8292866,0.0,0.0,0.17235564,0.0,0.0
2019-10-03 03:00:00,273.95508,0.2903304,0.2903304,0.0,63.26706,1.5,0.0,0.0,281.01236,312.50125,0.0,0.0,0.0,0.61449796,0.7409862,271.53458,267.80054,79781.27,647.5883,409.71008,0.0032004416,273.15,-49.741264,3.750898,-20.69483,-0.09119627,0.8455336,-61.8338,2.2130823,0.012704688,0.039359886,0.0,0.078890346,0.0,278.34274,283.71045,284.85858,284.99463,273.15,273.15,273.15,0.012704688,0.0,0.0,174.19414,,,2.080464,0.0,0.0,0.13261841,0.0,0.0
2019-10-03 06:00:00,273.65503,0.0015666375,0.0015666375,0.0,58.370277,3.0219176,0.0,0.0,273.04224,306.4918,0.0,0.0,0.0,0.66207063,0.6768855,270.95966,266.46878,79781.27,633.6466,369.86127,0.002888617,271.82724,-52.405216,-7.683769,-50.012558,-0.00066723494,0.84113365,-50.137615,2.0240448,0.01132413,0.0,0.0,0.1906042,0.0,277.44208,283.33325,284.83255,284.9939,273.15,273.15,273.15,0.01132413,0.0,0.0,178.73734,,,1.9695473,0.0,0.0,0.054497562,0.0,0.0
2019-10-03 09:00:00,273.6552,0.0,0.0,0.0,61.099022,2.6539505,418.63266,351.36667,278.8665,312.50125,681.63904,513.07764,168.56139,0.61415595,0.741424,271.1328,267.0617,79781.27,633.6555,387.15732,0.0030239476,273.15,-35.125355,4.16911,-40.77273,0.0,0.83931977,-48.16873,0.880576,0.0043811165,1.0396773,0.9880787,0.15539007,0.0,276.66693,282.94116,284.80023,284.993,273.15,273.15,273.15,0.0043811165,0.0,0.0,200.99353,,,0.8199407,0.0,0.0,0.060635317,0.0,0.0
2019-10-03 12:00:00,277.85477,0.0,0.0,0.0,49.440525,0.22387646,806.84375,673.7245,262.511,338.834,929.7079,704.0831,225.6247,0.86784655,0.32632342,273.72693,268.21066,79781.27,855.01746,422.7251,0.0033023122,278.73083,24.322582,7.0517855,-2.839169,0.0,0.8350123,24.322582,0.0,0.0,0.8199407,0.880576,0.010858427,1.3836118,278.1839,282.687,284.76422,284.99197,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03 15:00:00,281.65436,0.0,0.0,0.0,43.862446,1.9603218,474.4711,71.17066,272.2988,383.19693,474.4711,322.828,151.64308,1.0,0.0384,276.30255,270.09744,79781.27,1111.2816,487.4353,0.0038089962,287.4377,115.70531,148.2189,-45.551983,0.0,0.15,115.70531,0.0,0.0,0.0,0.0,0.0,0.8152451,282.31766,282.7301,284.72992,284.99078,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03 18:00:00,276.75513,0.0,0.0,0.0,57.845642,1.1,0.0,0.0,291.3408,333.8656,0.0,0.0,0.0,0.68803906,0.63921,273.49997,269.261,79781.27,791.31146,457.7392,0.0035764356,277.7034,-57.694607,-148.58846,-96.89438,-0.0,0.15,-57.694607,0.0,0.0,0.0,0.0,0.0,0.010357072,280.58945,282.65356,284.6952,284.98944,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03 21:00:00,272.9558,0.0,0.0,0.0,65.17201,1.3,0.0,0.0,265.84506,316.65808,0.0,0.0,0.0,0.7250251,0.5822764,270.80698,267.23862,79781.27,601.0133,391.69247,0.0030594359,274.05386,-81.71789,-73.228226,-41.75802,-0.0,0.15,-81.71789,0.0,0.0,0.0,0.0,0.0,0.0,278.31665,282.43317,284.6574,284.9879,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-04 00:00:00,271.95615,0.0,0.0,0.0,58.98057,2.2,0.0,0.0,253.68877,307.00806,0.0,0.0,0.0,0.7667521,0.51342726,269.5303,265.0048,79781.27,553.27545,326.325,0.0025480723,271.94165,-79.71009,-62.35836,-43.724033,-0.0,0.15,-79.71009,0.0,0.0,0.0,0.0,0.16640231,0.028893117,276.35413,282.1035,284.61478,284.9862,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-04 03:00:00,271.7565,0.0,0.0,0.0,42.06813,1.7,0.0,0.0,236.06989,299.55692,0.0,0.0,0.0,0.88866276,0.2842294,268.30502,260.58832,79781.27,544.16626,228.92058,0.001786675,270.2764,-75.993004,-21.194649,-38.757523,-0.0,0.15,-75.993004,0.0,0.0,0.0,0.0,0.14747657,0.021379175,274.70465,281.6959,284.56598,284.9843,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
