time,temp,precip,snowfall,rainfall,rel_hum,wind_speed,sw_in,sw_out,lw_in,lw_out,sw_in_clearsky,dir_in_clearsky,diff_in_clearsky,cloud_factor,cloud_fraction,wet_bulb_temp,dew_point_temp,atmos_press,sat_vap_press,vap_press,spec_hum,surface_temp,surface_heat_flux,sens_heat_flux,lat_heat_flux,advective_heat_flux,surface_albedo,soil_heat_flux,swe,snow_depth,melt,runoff,sublimation,evapotranspiration,soil_temp0,soil_temp1,soil_temp2,soil_temp3,snow_temp0,snow_temp1,snow_temp2,snow_thickness0,snow_thickness1,snow_thickness2,snow_density0,snow_density1,snow_density2,ice_content0,ice_content1,ice_content2,liquid_water_content0,liquid_water_content1,liquid_water_content2
2019-10-01 00:00:00,277.3823,0.0,0.0,0.0,40.26102,1.4760779,0.0,0.0,247.96837,329.44165,0.0,0.0,0.0,0.9396092,0.1760666,272.3273,265.11853,72303.47,827.1124,333.0039,0.0028697052,276.77884,-102.793144,-139.86542,-102.12719,-0.0,0.15,-102.793144,0.0,0.0,0.0,0.0,0.0,0.0,281.81738,284.78955,284.99625,284.99997,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 03:00:00,277.3737,0.0,0.0,0.0,55.10443,1.8773481,0.0,0.0,255.07425,323.81348,0.0,0.0,0.0,0.8994423,0.26195246,273.6204,269.19598,72303.47,826.61194,455.49985,0.00392785,275.58908,-77.87549,-6.6818805,-36.437817,0.0,0.15,-77.87549,0.0,0.0,0.0,0.0,0.0,0.0,279.7653,284.46402,284.9868,284.9999,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 06:00:00,277.4644,0.0,0.0,0.0,55.195312,1.4205822,0.0,0.0,254.5103,319.75546,0.0,0.0,0.0,0.9117638,0.2360887,273.7059,269.3024,72303.47,831.90326,459.17163,0.0039595887,274.72156,-63.063972,8.56233,-25.410501,0.0,0.15,-63.063972,0.0,0.0,0.0,0.0,0.0,0.0,278.38116,284.07874,284.97067,284.9998,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 09:00:00,280.25946,0.0,0.0,0.0,36.715084,2.7305853,395.5044,59.32566,296.6855,370.95102,594.89984,487.4049,107.494934,0.6648252,0.672979,274.17264,266.50604,72303.47,1010.287,370.9277,0.0031971538,285.11325,84.17478,257.54645,-38.85058,0.0,0.15,84.17478,0.0,0.0,0.0,0.0,0.0,0.0,281.67767,283.94894,284.9527,284.99957,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 12:00:00,281.2156,0.02081661,0.0,0.02081661,54.93322,4.893696,911.1156,136.66734,271.28082,406.74005,911.1156,784.0219,127.0937,1.0,0.0384,276.87115,272.7343,72303.47,1078.5979,592.5086,0.0051129702,291.75446,125.994995,79.22548,-119.1052,-0.03140267,0.15,125.994995,0.0,0.0,0.0,0.02081661,0.0,0.0,285.85657,284.1077,284.93805,284.9993,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 15:00:00,280.6842,0.0,0.0,0.0,74.87435,4.781434,580.4918,87.07378,274.08765,387.92712,580.4918,471.98825,108.50359,1.0,0.0384,278.38715,276.53012,72303.47,1040.148,778.80396,0.0067271525,288.32068,30.810022,-410.00058,-201.92552,-0.0,0.15,30.810022,0.0,0.0,0.0,0.0,0.0,0.02081661,286.6032,284.2997,284.9272,284.99896,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 18:00:00,278.51968,0.010490957,0.0,0.010490957,88.67891,3.6477935,0.0,0.0,310.11612,346.58594,0.0,0.0,0.0,0.55438334,0.8128851,277.5776,276.80826,72303.47,895.6923,794.2902,0.006861477,280.31155,-78.66786,-387.0773,-128.96562,-0.039795935,0.15,-78.66786,0.0,0.0,0.0,0.010490957,0.0,0.0,283.89258,284.29318,284.9165,284.9986,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 21:00:00,277.67206,0.033574138,0.0,0.033574138,89.60668,3.3106813,0.0,0.0,304.728,337.76434,0.0,0.0,0.0,0.56454206,0.80144846,276.8342,276.11893,72303.47,844.1298,756.3967,0.0065328344,278.5106,-67.29379,-87.85554,-34.580536,-0.034298815,0.15,-67.29379,0.0,0.0,0.0,0.033574138,0.0,0.0,281.85995,284.15253,284.9036,284.99817,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 00:00:00,277.19897,0.07776389,0.0,0.07776389,90.495605,2.2309585,0.0,0.0,305.19434,334.3972,0.0,0.0,0.0,0.54286027,0.8255065,276.4469,275.79034,72303.47,816.5042,738.90045,0.006381137,277.81387,-50.590366,-26.821924,-18.22728,-0.039475992,0.15,-50.590366,0.0,0.0,0.0,0.07776389,0.0,0.0,280.57303,283.94025,284.88724,284.99765,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 03:00:00,276.02704,2.0138383,0.0,2.0138383,95.74104,2.897446,0.0,0.0,303.38272,329.18588,0.0,0.0,0.0,0.5138538,0.8556249,275.70685,275.4171,72303.47,751.46747,719.4628,0.00621264,276.7251,-48.112656,-50.089558,-17.216127,-1.3927103,0.15,-48.112656,0.0,0.0,0.0,2.0138383,0.0,0.0,279.49316,283.67697,284.8666,284.99707,273.15,273.15,273.15,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
